hashcode	mean
v1yxx93	5.25497727382699
v1yxx91	4.93754184807748
v1yxx90	4.31936951508044
v1yxx3p	3.31245152152607
v1yxx3n	2.4897180963781262
v1yxx3j	1.76426139738477
v1yxx3h	3.2467875093381164
v1yxx35	4.404369487793494
v1yxx34	4.142008692450297
v1yxx2f	7.9126028582449806
v1yxx2c	8.82349688095478
v1yxx2b	8.194685381597196
v1yxx0z	5.401043030781558
v1yxx0y	4.80139228178474
v1yxx0w	4.637163775016591
v1yxx0t	4.1629254819219375
v1yxx0s	3.348124793541557
v1yxx0e	3.3802132960704263
v1yxx07	3.19902034815641
v1yxx06	2.6620199099387367
v1yxx03	2.3414626688153635
v1yxx02	2.308313219329875
v1yxwbp	2.353609644234643
v1yxwbn	2.670857957082863
v1yxwbj	2.5581165469636473
v1yxwbh	2.100096854159265
v1yxqzu	1.69059615301326
v1yxqzg	1.9624928350245774
v1yxqzf	2.25285099293233
v1yxqzc	1.2036836862077285
v1yxqz8	0.30657766925364477
v1yxqxx	0.4562091484883703
v1yxqxw	1.0767209945102032
v1yxqxt	0.574011038114415
v1yxqxm	0.39720155154041403
v1yxqxk	0.3653203702606489
v1yxqx7	1.0665451117898177
v1yxqx6	1.6664323291939833
v1yxqx1	0.6477658831049067
v1yxqx0	0.62302436817128
v1yxqrp	0.658823167560287
v1yxqrn	0.955592962789278
v1yxqqy	1.15336675743641
v1yxqqv	0.9795516095219166
v1yxqqu	1.1502521848127714
v1yxqqg	1.3393641134350467
v1yxqqd	1.5130318486165033
v1yxqq9	1.7272836372387232
v1yxqq8	2.547190613467735
v1yxqnx	2.75830728089041
v1yxqnr	3.13812351166954
v1yxqnq	2.8245582846050152
v1yxqnm	2.3907764149075375
v1yxqnk	1.6984895673909468
v1yxqnh	1.5417159341703002
v1yxqn5	0.8763736397276832
v1yxqn4	0.23661909158953284
v1yxqn1	0.11494076094170032
v1yxqn0	0.236582095126695
v1yxqjb	0.23449972479885464
v1yxmvz	0.7357444052372547
v1yxmvy	1.2806031779862044
v1yxmvv	2.8304391225466596
v1yxmvt	3.1388118381283396
v1yxmvs	1.9141065716701533
v1yxmve	0.7784184572161132
v1yxmvd	2.1326862156430533
v1yxmv9	2.42669593331736
v1yxmv3	2.1269558245101536
v1yxmv2	1.4453700908521023
v1yxmtr	2.8638852708881295
v1yxmtq	3.85629213613482
v1yxmtn	2.96708958250089
v1yxmtj	3.948620207674405
v1yxmth	4.914968098096599
v1yxmt5	3.1102868018392997
v1yxmsg	3.6947234618529365
v1yxmsf	7.520177722179926
v1yxmsc	7.34133184161867
v1yxms9	6.051859685785464
v1yxms8	6.374497274200658
v1yxmkr	6.816809584268317
v1yxmkq	7.465586683343177
v1yxmkn	7.995257590038615
v1yxmkj	7.55711111884309
v1yxmkh	7.468620218494969
v1yxm7u	7.78033419715769
v1yxm7g	8.048862761127499
v1yxm7d	8.29989630263753
v1yxm79	8.318863628132345
v1yxm73	8.08770299815168
v1yxm72	8.308611657466322
v1yxm5r	7.910754580042051
v1yxm5p	6.884605236432093
v1yxm5n	6.848181142359695
v1yxm5j	6.758576043181
v1yxm4v	6.43246309153206
v1yxm4u	7.098006004472194
v1yxm4e	6.371213053433371
v1yxm4d	6.180750514710954
v1yxm46	5.805347933962475
v1yxm43	6.0648324307295525
v1yxm42	9.62088841813352
v1yxm40	9.406161522420724
v1yxkfp	7.030447069341747
v1yxkcz	4.55915707474145
v1yxkcy	1.35536214877866
v1yxkct	1.1988988802172595
v1yxkcs	2.08274633789483
v1yxkck	2.6724092428985435
v1yxkc7	3.9289398414284458
v1yxkc5	5.4879508305033395
v1yxkc4	4.341104272516068
v1yxkc1	0.3474368368816485
v1yxkbc	1.2342257886827959
v1yxkbb	1.2843863221402274
v1yxk8z	3.04296684096612
v1yxk8x	0.320891842306555
v1yxk8w	3.77101558995099
v1yxk8t	4.11920090090652
v1yxk8k	2.27499651278747
v1yxk87	1.0387629799708449
v1yxk86	0.928068885629368
v1yxk84	0.2015143930380005
v1yxk81	1.3901686827306834
v1yxk80	3.0856115940161515
v1yxk2p	2.89400174391844
v1yxhrz	3.121404731875638
v1yxhry	5.004060949307522
v1yxhrv	6.347396256667094
v1yxhrt	6.76463976172076
v1yxhrs	7.375057361227479
v1yxhre	8.58145575236455
v1yxhrd	8.475409715690144
v1yxhr6	9.561090811401963
v1yxhr3	9.869392621831661
v1yxhr2	10.885936925804385
v1yxhpr	11.725260427303601
v1yxhpp	11.36699495325315
v1yxhpn	12.0943815355469
v1yxhpj	11.658592595352735
v1yxhnv	11.8295784921397
v1yxhnu	12.129667440382915
v1yxhng	11.400634069723855
v1yxhnf	10.8584821415932
v1yxhnd	11.540311744232085
v1yxhn9	14.237990009168072
v1yxhn8	16.026908083774273
v1yx5yr	15.946691558438662
v1yx5yq	16.117065319124926
v1yx5ym	16.48979842810064
v1yx5yj	16.0467579332205
v1yx5yh	14.6797797205434
v1yx5y5	12.56668266963964
v1yx5y4	11.504476819228849
v1yx5vf	8.737775588115316
v1yx5vc	5.4942520809732205
v1yx5vb	13.990991010838444
v1yx5tx	10.062618379524867
v1yx5tw	10.238582641657318
v1yx5tt	9.766788791907151
v1yx5tm	9.380749041218992
v1yx5tk	6.575630873034588
v1yx5t7	7.036298689531033
v1yx5t6	9.311534338767192
v1yx5t4	9.242219871084615
v1yx5t1	10.62092372841128
v1yx5t0	10.316448668824107
v1yx5mp	5.5936269385190505
v1yx5mn	5.395342479265417
v1yx5kv	6.300725451098486
v1yx5ku	7.223419945376079
v1yx5kg	7.156315560714886
v1yx5kf	7.666654283919161
v1yx5kc	8.198320610252994
v1yx5kb	8.3041686904569
v1yx5k8	8.973984036394576
v1yx5hx	9.627312220825173
v1yx5hw	11.10179182815772
v1yx5ht	12.215153841381351
v1yx5hs	14.412693422693666
v1yx5he	16.941991915484465
v1yx5h6	21.957959658935224
v1yx5h3	8.29796922193675
v1yx5h2	8.835601775024791
v1yx5h0	8.344202901509105
v1yx4up	5.940181652033363
v1yx4gz	6.189513887230302
v1yx4gy	8.827072953920947
v1yx4gw	10.7389350330435
v1yx4gt	14.884582555323853
v1yx4gm	14.139433487884626
v1yx4gk	11.304837001528163
v1yx4gh	10.289381737801795
v1yx4g5	11.6049158054266
v1yx4ff	12.0630594442336
v1yx4f9	13.35166751262508
v1yx4f8	12.707029591195099
v1yx4f2	11.85949553853845
v1yx4dr	11.6928469368801
v1yx4dp	10.562468229184582
v1yx4dn	8.710803110017604
v1yx49y	5.153834425067218
v1yx49v	3.98441062259071
v1yx49t	7.112146157803656
v1yx49s	5.959290998560704
v1yx49k	5.5487788124253825
v1yx497	5.800419132481043
v1yx495	6.194946267021888
v1yx494	2.1178730193003634
v1yx491	4.727776902072835
v1yx493	5.831800999890145
v1yx492	5.805555086160879
v1yx43r	4.119937518963114
v1yx43q	3.7628560925472443
v1yx43w	6.0363875383321774
v1yx43x	5.06348365708303
v1yx43z	4.941697502612783
v1yx498	0.9761992056182701
u0y5e9f	2.23611187916363
u0y5ed5	2.4292280196924705
u0y5ed7	1.9898246000109552
u0y5ede	1.9068171554943165
u0y5edg	2.09334760666332
u0y5ee5	1.736056330347135
u0y5eek	2.0500475909183833
u0y5ees	2.1938388820569465
u0y5eeu	3.004064590919843
u0y5esh	1.0799687665513586
u0y5esk	2.508010639465035
u0y5esm	2.24022104477144
u0y5est	1.0504297951620447
u0y5esv	2.45209389039204
u0y5etj	4.5777648767837995
u0y5etm	6.875954721467314
u0y5etw	2.8284207652555797
u0y5ety	1.3660251667865433
u0y5ewn	1.3711901199340701
u0y5ewq	0.8103221101601507
u0y5eww	0.293332086597761
u0y5ewx	0.6041055388868091
u0y5ewz	1.6212907927551665
u0y5exp	2.5384190469155032
u0y5exr	1.27006035696495
u0y5exx	1.1932796624920268
u0y5exz	1.1570594135256098
u0y5gb0	1.0805796390626643
u0y5gb2	0.6529123436263861
u0y5gb8	0.1900689978011438
u0y5gbb	0.7177560630078896
u0y5gc0	0.4813697927497949
u0y5gc2	1.5710360560923533
u0y5gc9	2.3490713214235535
u0y5gcc	2.255385277338915
u0y5gf1	6.76854834439587
u0y5gf3	6.679760287520025
u0y5gf9	5.69389120388613
u0y5gfc	5.03038241998763
u0y5gff	5.2126142391732095
u0y5gg4	5.060834563346404
u0y5gg6	4.74371294015923
u0y5ggd	4.667418574397083
u0y5ggf	4.89334053150636
u0y5gu4	5.1401913242204005
u0y5gu5	4.8271441254620004
u0y5gu7	4.776811851877077
u0y5gue	5.11732412061063
u0y5gug	5.436763642666746
u0y5gv5	6.116622788299989
u0y5gv7	6.65057003393951
u0y5gvk	6.8230943416157555
u0y5gvs	6.598705214535589
u0y5gvu	6.001810854978323
u0y5gyh	5.6043750503915435
u0y5gyk	6.777608159560844
u0y5gyt	2.8029921982024937
u0y5gyv	2.9935000623636565
u0y5gzj	2.5424606198219233
u0y5gzq	1.558832898593226
u0y5gzw	5.647904590407216
u0y5gzy	2.764974022339432
u0yh5bp	3.148985302684197
u0yh5br	3.34585890102572
u0yh5bx	3.4339586549120167
u0yh5bz	4.006184228790983
u0yh5cp	4.16843879483338
u0yhh10	4.38677695910037
u0yhh12	3.9488085594531337
u0yhh18	4.413248624755316
u0yhh1b	5.27448817362821
u0yh5cz	5.13257821855814
u0yh5fp	4.796253509077206
u0yh5fr	6.694439455459662
u0yh5fx	5.495712060911317
u0yh5fz	5.1977353624435825
u0yh5gp	3.24234940558787
u0yh5gn	0.5397372316954671
u0yh5gq	0.7707908594913054
u0yh5gw	3.918760771536867
u0yh5gy	4.440427727005389
u0yh5un	1.0379564865824997
u0yh5um	0.9733169069909786
u0yh5ut	4.31861405386157
u0yh5uv	4.776584861371366
u0yh5vj	5.275222163556916
u0yh5vk	5.426337996210723
u0yh5vs	5.648945075107903
u0yh5vu	5.907276655608803
u0yh5yh	5.900362259928713
u0yh5yk	5.86268647573497
u0yh5y7	5.973295440939865
u0yh5ye	5.994871890713107
u0yh5yg	6.059203205247595
u0yh5z5	5.84443801669753
u0yh5z7	5.70290661854668
u0yh5z6	5.543337702214766
u0yh5zd	5.163001546384083
u0yh5zf	4.602652887461821
u0yh7b4	4.733886576013144
u0yh7b6	5.02074032879812
u0yh7b3	4.8317335723356
u0yh7b9	4.440440631309727
u0yh7bc	4.04226361864077
u0yh7c1	5.07942798898912
u0yh7c3	5.285887581271971
u0yh7c8	3.50411206356708
u0yh7cb	0.3266598960075254
u0yh7f0	0.5853134418132927
u0yh7f2	0.9078872442588254
u0yh7dx	4.046512216984287
u0yh7dz	4.67552268255467
u0yh7ep	4.912109140125063
u0yh7er	5.389240906289333
u0yh7ex	5.00626906966531
u0yh7ew	4.6493972300982565
u0yh7ey	3.970788567546145
u0yh7sn	0.7713189110987465
u0yh7sq	0.7951623013354093
u0yh7sw	1.0764828647006701
u0yh7st	0.920759303566321
u0yh7sv	0.7174974205704632
u0yh7tj	0.7211897565342192
u0yh7tm	0.6495003799453034
u0yh7tt	1.9090897999538001
u0yh7ts	3.4226026645507854
u0yh7tu	4.61208008543033
u0yh7wh	5.198302151343953
u0yh7wk	4.386226114200543
u0yh7ws	4.008221334370075
u0yh7we	4.13796528037677
u0yh7wg	4.077558903670613
u0yh7x5	4.39490304566212
u0yh7x7	1.6841513211511154
u0yh7xe	0.7962077217839255
u0yh7xf	1.1012180706980204
u0yhe84	4.31062882890164
u0yhe86	1.7721214155918072
u0yhe8d	0.442803293564308
u0yhe8f	0.299031678377846
u0yhe8c	0.4802011667777095
u0yhe91	0.31363159840559435
u0yhe93	0.2701467171389214
u0yhe99	0.6104477359682746
u0yhe9c	0.8910462504137765
u0yhed1	4.32065662168497
u0yhed3	3.1340149209214765
u0yhed9	3.1798064951728566
u0yhedc	3.5985266996078167
u0yhee1	0.9113512910182339
u0yhee3	1.0253731941331086
u0yhee9	1.39140181005337
u0yheec	1.73970484844098
u0yhes4	2.5672636199209333
u0yhes6	3.0393255530990664
u0yhesd	2.4519673565493747
u0yhese	2.9282550101224603
u0yhesg	5.257735602615374
u0yhet5	7.973455258655705
u0yheth	8.57009093690556
u0yhetk	7.1335318249027395
u0yhets	5.35651132660157
u0yhett	4.09516576373343
u0yhetv	3.57103670238832
u0yhewj	3.22845080369364
u0yhewn	2.75387946030928
u0yhewq	2.376250344242863
u0yheww	4.11186733342309
u0yhewx	5.56342923714898
u0yhewz	5.606502644496781
u0yhexp	5.3127260752383645
u0yhez0	5.11772614285914
u0yhez2	4.9698884965804835
u0yhez8	5.039083327033545
u0yhez9	5.27550962656138
u0yhezc	6.235031639781487
u0yhgb1	5.99171413098059
u0yhgb4	4.7547691850508205
u0yhgb6	2.338393724216083
u0yhgbd	0.11663052244811449
u0yhgbe	0.530607654669643
u0yhgbg	0.9971157644579827
u0yhgc5	1.044055959164874
u0yhgch	1.79562014461185
u0yhgck	2.3327036290952967
u0yhgcs	1.903930502425565
u0yhgct	1.00897696606459
u0yhgcv	2.262890768168872
u0yhgfj	3.92205087294462
u0yhgfn	4.581757919040175
u0yhgfq	7.772919401031015
u0yhgfw	8.31839955165804
u0yhgfx	8.25455132920622
u0yhgfz	5.928722390189271
u0yhggp	2.6578613769632655
u0yhu50	1.80624370850902
u0yhu52	1.058087847950384
u0yhu58	0.509003493174826
u0yhu59	0.26844989744388
u0yhu5c	0.6405477486055474
u0yhuh1	5.616512391140715
u0yhuh4	7.324805505036731
u0yhuh6	7.49247381663255
u0yhuhd	6.380256439064576
u0yhuhe	7.26091911117292
u0yhuhg	6.85268969028584
u0yhuj5	6.837217206856848
u0yhuj7	6.030577261529909
u0yhuje	3.9024751468475927
u0yhujg	4.536283730272101
u0yhun5	3.3250627684253202
u0yhun7	2.7810811846441976
u0yhune	3.2122016385644963
u0yhunf	3.8112030631573535
u0yhup4	3.8537555463196824
u0yhup6	1.9708327033740551
u0yhup3	1.80881332259609
u0yhup9	1.048885840757565
u0yhupc	1.2930015186033
u0yhupb	1.8310179094768266
u0yjh00	0.6047388828652802
u0yj5bp	1.158598624342937
u0yj5br	1.38715552354092
u0yj5bq	1.0716250470464064
u0yj5bw	0.32204802693921997
u0yj5bt	3.3112118292875468
u0yj5bu	5.09970193615752
u0yj5bg	6.73920120319996
u0yj5c5	5.766459323519737
u0yj5c6	5.289542365494131
u0yj5c3	7.0848572647916
u0yj5c9	8.940361335079462
u0yj5cc	9.997181028790619
u0yj5cb	8.16137784318435
u0yj5f0	6.691052001672411
u0yj5dp	4.0463432021370505
u0yj5dr	2.8064347302928603
u0yj5dw	1.9741105483988335
u0yj5dy	2.788203520111325
u0yj5dv	2.9781125187712
u0yj5ej	1.9578943009528036
u0yj5em	1.5458317476582701
u0yj5ek	0.7441226224832725
u0yj5es	1.7282108428452734
